Datetime,Power,Ta,Ir,Tp
1/1/2021 17:45,8,37,13.04813,24.50441
1/1/2021 18:00,0,36,0.396832,23.5948
1/1/2021 18:15,0,36,0,22.83364
1/1/2021 18:30,0,35,0,22.29017
1/1/2021 18:45,0,34,0,21.86897
1/1/2021 19:00,0,35,0,21.38943
1/1/2021 19:15,0,34,0,20.86393
1/1/2021 19:30,0,34,0,20.67418
1/1/2021 19:45,0,34,0,20.48441
1/1/2021 20:00,0,34,0,20.54731
1/1/2021 20:15,0,33,0,20.40094
1/1/2021 20:30,0,33,0,20.10875
1/1/2021 20:45,0,34,0,19.87242
1/1/2021 21:00,0,33,0,20.07242
1/1/2021 21:15,0,33,0,20.0932
1/1/2021 21:30,0,33,0,19.95247
1/1/2021 21:45,0,33,0,19.8
1/1/2021 22:00,0,33,0,19.66006
1/1/2021 22:15,0,32,0,19.57635
1/1/2021 22:30,0,32,0,19.47239
1/1/2021 22:45,0,31,0,19.17274
1/1/2021 23:00,0,32,0,19.16899
1/1/2021 23:15,0,31,0,19.09908
1/1/2021 23:30,0,32,0,18.94418
1/1/2021 23:45,0,31,0,18.79994
1/2/2021 0:00,0,31,0,18.56742
1/2/2021 0:15,0,31,0,18.3032
1/2/2021 0:30,0,31,0,18.24516
1/2/2021 0:45,0,31,0,18.15058
1/2/2021 1:00,0,31,0,17.93444
1/2/2021 1:15,0,31,0,17.97091
1/2/2021 1:30,0,30,0,17.94739
1/2/2021 1:45,0,30,0,17.96841
1/2/2021 2:00,0,30,0,18.1
1/2/2021 2:15,0,30,0,18.17098
1/2/2021 2:30,0,30,0,18.04698
1/2/2021 2:45,0,30,0,17.9
1/2/2021 3:00,0,30,0,17.98455
1/2/2021 3:15,0,30,0,17.93376
1/2/2021 3:30,0,30,0,17.85228
1/2/2021 3:45,0,29,0,17.74115
1/2/2021 4:00,0,30,0,17.61112
1/2/2021 4:15,0,30,0,17.6362
1/2/2021 4:30,0,29,0,17.5545
1/2/2021 4:45,0,29,0,17.44291
1/2/2021 5:00,0,29,0,17.24243
1/2/2021 5:15,0,30,0,17.09781
1/2/2021 5:30,0,30,0,17
1/2/2021 5:45,0,30,0,16.99744
1/2/2021 6:00,0,29,0,16.9
1/2/2021 6:15,0,21,0,16.83941
1/2/2021 6:30,0,25,0.2423844,16.8
1/2/2021 6:45,4,28,6.947892,16.70526
1/2/2021 7:00,20,28,35.38825,16.86383
1/2/2021 7:15,36,29,75.73585,17.43604
1/2/2021 7:30,64,26,110.7231,18.25122
1/2/2021 7:45,96,31,151.5247,19.3367
1/2/2021 8:00,136,29,210.0159,20.67939
1/2/2021 8:15,184,29,274.0197,22.16238
1/2/2021 8:30,232,29,328.0358,23.99585
1/2/2021 8:45,280,29,382.037,25.50055
1/2/2021 9:00,316,29,433.0155,27.97872
1/2/2021 9:15,340,30,482.565,30.41944
1/2/2021 9:30,392,30,527.5106,32.7425
1/2/2021 9:45,424,31,573.9587,34.64317
1/2/2021 10:00,456,31,613.0424,37.11777
1/2/2021 10:15,472,32,641.1815,39.88042
1/2/2021 10:30,496,33,673.8221,41.48275
1/2/2021 10:45,512,34,701.1375,42.74139
1/2/2021 11:00,524,34,721.9548,43.65544
1/2/2021 11:15,540,35,733.4886,43.55268
1/2/2021 11:30,548,35,753.8859,43.98703
1/2/2021 11:45,548,36,754.3652,44.7229
1/2/2021 12:00,564,37,774.0192,44.79276
1/2/2021 12:15,568,37,775.5422,45.19276
1/2/2021 12:30,568,38,779.4835,45.09114
1/2/2021 12:45,564,38,775.6573,44.9014
1/2/2021 13:00,544,38,757.7485,45.35558
1/2/2021 13:15,540,39,748.5749,45.07166
1/2/2021 13:30,532,39,738.3332,44.55803
1/2/2021 13:45,508,40,710.6081,44.88929
1/2/2021 14:00,488,39,687.3363,44.5312
1/2/2021 14:15,468,39,659.6719,43.82171
1/2/2021 14:30,440,40,625.0348,43.14608
1/2/2021 14:45,408,40,584.6448,42.35528
1/2/2021 15:00,372,39,535.8164,41.35654
1/2/2021 15:15,344,37,497.7397,39.9707
1/2/2021 15:30,308,36,455.7664,38.90676
1/2/2021 15:45,268,40,406.87,37.77816
1/2/2021 16:00,228,39,353.8317,36.62035
1/2/2021 16:15,188,39,300.8547,35.23355
1/2/2021 16:30,144,39,244.9701,33.40921
1/2/2021 16:45,104,39,190.759,31.46984
1/2/2021 17:00,68,38,138.0268,29.75928
1/2/2021 17:15,40,39,90.87147,27.94366
1/2/2021 17:30,16,38,44.79995,26.21063
1/2/2021 17:45,4,37,10.33882,24.61589
1/2/2021 18:00,0,36,0.3838539,23.21905
1/2/2021 18:15,0,36,0,22.21775
1/2/2021 18:30,0,36,0,21.52011
1/2/2021 18:45,0,35,0,21.00517
1/2/2021 19:00,0,35,0,20.5221
1/2/2021 19:15,0,35,0,19.96053
1/2/2021 19:30,0,35,0,19.71111
1/2/2021 19:45,0,35,0,19.60345
1/2/2021 20:00,0,35,0,19.41638
1/2/2021 20:15,0,34,0,19.26466
1/2/2021 20:30,0,34,0,19.0306
1/2/2021 20:45,0,33,0,18.78424
1/2/2021 21:00,0,34,0,18.59729
1/2/2021 21:15,0,33,0,18.49066
1/2/2021 21:30,0,33,0,18.36164
1/2/2021 21:45,0,33,0,18.36378
1/2/2021 22:00,0,33,0,18.5964
1/2/2021 22:15,0,32,0,18.50361
1/2/2021 22:30,0,33,0,17.98043
1/2/2021 22:45,0,32,0,17.54344
1/2/2021 23:00,0,32,0,17.40459
1/2/2021 23:15,0,32,0,17.53671
1/2/2021 23:30,0,32,0,17.79396
1/2/2021 23:45,0,32,0,18.10847
1/3/2021 0:00,0,32,0,18.62119
1/3/2021 0:15,0,32,0,19.15907
1/3/2021 0:30,0,32,0,19.57316
1/3/2021 0:45,0,32,0,19.78674
1/3/2021 1:00,0,32,0,19.89209
1/3/2021 1:15,0,32,0,19.9
1/3/2021 1:30,0,32,0,19.9
1/3/2021 1:45,0,32,0,19.70404
1/3/2021 2:00,0,31,0,19.11253
1/3/2021 2:15,0,32,0,18.15023
1/3/2021 2:30,0,32,0,17.45768
1/3/2021 2:45,0,31,0,16.87274
1/3/2021 3:00,0,31,0,16.3281
1/3/2021 3:15,0,30,0,15.87051
1/3/2021 3:30,0,30,0,15.70347
1/3/2021 3:45,0,30,0,15.9123
1/3/2021 4:00,0,30,0,16.12302
1/3/2021 4:15,0,30,0,16.29053
1/3/2021 4:30,0,30,0,16.44581
1/3/2021 4:45,0,29,0,16.58018
1/3/2021 5:00,0,30,0,16.79974
1/3/2021 5:15,0,30,0,17.28309
1/3/2021 5:30,0,30,0,17.843
1/3/2021 5:45,0,30,0,18.17763
1/3/2021 6:00,0,31,0,18.18665
1/3/2021 6:15,0,30,0,17.79848
1/3/2021 6:30,0,30,0.3224067,17.26094
1/3/2021 6:45,8,30,8.520548,16.858
1/3/2021 7:00,24,30,37.80859,17.04546
1/3/2021 7:15,40,30,75.4513,17.58294
1/3/2021 7:30,68,30,117.7223,19.03423
1/3/2021 7:45,104,30,163.6531,20.95953
1/3/2021 8:00,140,31,217.0835,22.94679
1/3/2021 8:15,180,30,270.8961,24.96126
1/3/2021 8:30,224,30,324.377,27.13134
1/3/2021 8:45,276,31,376.0802,28.98707
1/3/2021 9:00,312,32,426.3992,30.74798
1/3/2021 9:15,332,32,474.247,33.14899
1/3/2021 9:30,384,32,520.1805,34.66801
1/3/2021 9:45,416,33,564.4948,35.99894
1/3/2021 10:00,444,34,603.1186,37.05019
1/3/2021 10:15,472,35,636.3663,39.04715
1/3/2021 10:30,488,35,667.5078,40.09854
1/3/2021 10:45,504,35,694.614,41.72041
1/3/2021 11:00,524,36,719.8801,44.16284
1/3/2021 11:15,532,37,737.8625,45.81978
1/3/2021 11:30,540,38,749.7207,47.07731
1/3/2021 11:45,544,39,758.3361,48.13245
1/3/2021 12:00,552,40,765.813,48.581
1/3/2021 12:15,552,40,768.5975,48.5775
1/3/2021 12:30,552,41,764.0719,47.14524
1/3/2021 12:45,544,46,761.8791,47.12637
1/3/2021 13:00,536,40,745.8612,47.73031
1/3/2021 13:15,520,42,732.7175,48.04312
1/3/2021 13:30,512,42,715.7063,47.86224
1/3/2021 13:45,488,42,691.3771,47.74521
1/3/2021 14:00,472,42,675.9105,47.41629
1/3/2021 14:15,456,43,646.3788,46.25232
1/3/2021 14:30,424,43,614.1139,45.42198
1/3/2021 14:45,396,43,576.0403,44.76876
1/3/2021 15:00,360,43,531.9139,44.71415
1/3/2021 15:15,328,43,488.4446,43.46759
1/3/2021 15:30,296,43,443.1544,42.13064
1/3/2021 15:45,256,43,390.3993,41.18976
1/3/2021 16:00,216,43,341.1413,39.9884
1/3/2021 16:15,172,43,284.3773,38.60554
1/3/2021 16:30,140,43,235.6649,37.12266
1/3/2021 16:45,100,42,180.2124,35.08641
1/3/2021 17:00,64,42,126.204,33.0547
1/3/2021 17:15,36,42,82.49866,30.95174
1/3/2021 17:30,16,40,37.85995,28.80895
1/3/2021 17:45,0,39,6.515803,26.94
1/3/2021 18:00,0,40,0,25.34735
1/3/2021 18:15,0,39,0,23.90869
1/3/2021 18:30,0,39,0,22.92938
1/3/2021 18:45,0,38,0,22.02562
1/3/2021 19:00,0,38,0,21.16794
1/3/2021 19:15,0,37,0,20.67413
1/3/2021 19:30,0,36,0,20.33063
1/3/2021 19:45,0,36,0,19.65452
1/3/2021 20:00,0,36,0,19.15827
1/3/2021 20:15,0,36,0,18.92679
1/3/2021 20:30,0,35,0,18.6451
1/3/2021 20:45,0,35,0,18.69464
1/3/2021 21:00,0,35,0,18.68981
1/3/2021 21:15,0,35,0,18.6
1/3/2021 21:30,0,35,0,18.6
1/3/2021 21:45,0,35,0,18.60239
1/3/2021 22:00,0,34,0,18.69225
1/3/2021 22:15,0,34,0,18.52647
1/3/2021 22:30,0,34,0,18.24906
1/3/2021 22:45,0,34,0,17.8819
1/3/2021 23:00,0,33,0,17.53143
1/3/2021 23:15,0,33,0,17.16978
1/3/2021 23:30,0,33,0,16.93554
1/3/2021 23:45,0,33,0,17.10831
1/4/2021 0:00,0,33,0,17.37518
1/4/2021 0:15,0,32,0,17.6602
1/4/2021 0:30,0,33,0,17.6988
1/4/2021 0:45,0,32,0,17.36503
1/4/2021 1:00,0,32,0,17.08048
1/4/2021 1:15,0,32,0,16.907
1/4/2021 1:30,0,32,0,17.14302
1/4/2021 1:45,0,32,0,17.13496
1/4/2021 2:00,0,32,0,17.05326
1/4/2021 2:15,0,32,0,17.33624
1/4/2021 2:30,0,32,0,17.7352
1/4/2021 2:45,0,32,0,18.18846
1/4/2021 3:00,0,31,0,18.43635
1/4/2021 3:15,0,32,0,18.57797
1/4/2021 3:30,0,32,0,19.10641
1/4/2021 3:45,0,32,0,19.69124
1/4/2021 4:00,0,32,0,20.19854
1/4/2021 4:15,0,32,0,20.37244
1/4/2021 4:30,0,32,0,20.4
1/4/2021 4:45,0,32,0,20.43584
1/4/2021 5:00,0,32,0,20.5
1/4/2021 5:15,0,31,0,20.4299
1/4/2021 5:30,0,32,0,20.24459
1/4/2021 5:45,0,32,0,20.04284
1/4/2021 6:00,0,32,0,19.9377
1/4/2021 6:15,0,32,0,19.856
1/4/2021 6:30,0,32,0.4512084,19.7743
1/4/2021 6:45,8,32,10.41416,19.76189
1/4/2021 7:00,23.2,31,31.18947,20.16446
1/4/2021 7:15,50.4,32,83.50684,20.98647
1/4/2021 7:30,82.4,31,142.8081,22.22808
1/4/2021 7:45,120.4,31,194.304,23.6403
1/4/2021 8:00,164.8,32,253.5572,25.12445
1/4/2021 8:15,198.4,32,312.2363,26.62662
1/4/2021 8:30,260.8,33,371.4938,28.17697
1/4/2021 8:45,302,33,418.9556,30.33374
1/4/2021 9:00,320,33,454.585,32.21979
1/4/2021 9:15,300,33,426.0542,33.08327
1/4/2021 9:30,380,33,487.9301,33.93771
1/4/2021 9:45,456,35,618.6142,36.59306
1/4/2021 10:00,464,35,643.3295,39.12866
1/4/2021 10:15,508,36,690.3143,40.21777
1/4/2021 10:30,376,36,567.6509,40.2825
1/4/2021 10:45,300,36,402.4298,37.30421
1/4/2021 11:00,344,36,438.426,35.87918
1/4/2021 11:15,428,36,515.543,36.53123
1/4/2021 11:30,552,37,720.6862,40.26471
1/4/2021 11:45,520,38,700.0685,42.09511
1/4/2021 12:00,576,38,774.006,42.89754
1/4/2021 12:15,592,39,835.9293,45.41542
1/4/2021 12:30,588,40,818.1141,46.25063
1/4/2021 12:45,576,40,808.0464,46.8543
1/4/2021 13:00,568,40,794.42,47.29918
1/4/2021 13:15,544,41,774.7503,47.90718
1/4/2021 13:30,532,41,753.4396,48.26171
1/4/2021 13:45,516,42,733.6561,47.83719
1/4/2021 14:00,488,42,700.9407,47.3391
1/4/2021 14:15,468,42,673.9163,46.90374
1/4/2021 14:30,440,43,635.7778,46.43206
1/4/2021 14:45,404,43,588.2038,45.77768
1/4/2021 15:00,356,43,529.6822,44.40652
1/4/2021 15:15,316,43,471.7874,43.2354
1/4/2021 15:30,268,43,393.6476,41.90334
1/4/2021 15:45,268,42,396.8013,40.6184
1/4/2021 16:00,236,43,369.3605,39.7846
1/4/2021 16:15,188,42,296.3207,38.43992
1/4/2021 16:30,140,42,220.0999,36.14824
1/4/2021 16:45,128,42,216.0941,34.76165
1/4/2021 17:00,116,41,190.9025,33.8717
1/4/2021 17:15,68,41,130.6106,32.45364
1/4/2021 17:30,44,41,77.45161,30.67416
1/4/2021 17:45,12,41,26.72784,28.88882
1/4/2021 18:00,4,40,4.616153,27.24224
1/4/2021 18:15,0,39,0,25.90832
1/4/2021 18:30,0,39,0,24.95263
1/4/2021 18:45,0,39,0,24.27839
1/4/2021 19:00,0,38,0,23.72897
1/4/2021 19:15,0,38,0,23.32195
1/4/2021 19:30,0,37,0,23.04708
1/4/2021 19:45,0,36,0,23.02366
1/4/2021 20:00,0,36,0,22.5826
1/4/2021 20:15,0,36,0,21.68324
1/4/2021 20:30,0,36,0,20.96008
1/4/2021 20:45,0,36,0,20.45695
1/4/2021 21:00,0,36,0,19.92544
1/4/2021 21:15,0,35,0,19.61221
1/4/2021 21:30,0,35,0,19.40149
1/4/2021 21:45,0,35,0,19.10067
1/4/2021 22:00,0,34,0,18.80825
1/4/2021 22:15,0,35,0,18.56933
1/4/2021 22:30,0,34,0,18.44113
1/4/2021 22:45,0,34,0,18.5672
1/4/2021 23:00,0,34,0,19.31955
1/4/2021 23:15,0,34,0,19.62977
1/4/2021 23:30,0,34,0,19.55822
1/4/2021 23:45,0,33,0,19.37924
1/5/2021 0:00,0,33,0,18.91922
1/5/2021 0:15,0,33,0,18.66543
1/5/2021 0:30,0,33,0,18.37088
1/5/2021 0:45,0,34,0,18.36833
1/5/2021 1:00,0,34,0,18.17062
1/5/2021 1:15,0,34,0,18.89109
1/5/2021 1:30,0,33,0,19.14743
1/5/2021 1:45,0,33,0,19.06318
1/5/2021 2:00,0,33,0,19.02509
1/5/2021 2:15,0,33,0,18.89617
1/5/2021 2:30,0,33,0,18.78958
1/5/2021 2:45,0,32,0,18.7
1/5/2021 3:00,0,32,0,18.67785
1/5/2021 3:15,0,32,0,18.37617
1/5/2021 3:30,0,32,0,18.38851
1/5/2021 3:45,0,32,0,18.45268
1/5/2021 4:00,0,32,0,18.43342
1/5/2021 4:15,0,32,0,18.27927
1/5/2021 4:30,0,32,0,18.15453
1/5/2021 4:45,0,32,0,18.29614
1/5/2021 5:00,0,32,0,18.38229
1/5/2021 5:15,0,33,0,18.20595
1/5/2021 5:30,0,32,0,17.94432
1/5/2021 5:45,0,32,0,17.72902
1/5/2021 6:00,0,32,0,17.88099
1/5/2021 6:15,0,32,0,18
1/5/2021 6:30,0,31,0.1704271,17.7517
1/5/2021 6:45,4.4,31,5.908944,17.80758
1/5/2021 7:00,20.4,31,34.45221,18.25671
1/5/2021 7:15,42.4,31,72.63812,18.88512
1/5/2021 7:30,73.2,31,114.4604,19.75555
1/5/2021 7:45,83.6,31,134.5323,20.81158
1/5/2021 8:00,50,32,71.77435,20.88074
1/5/2021 8:15,108.4,32,165.9482,21.73613
1/5/2021 8:30,245.6,32,349.9149,25.66677
1/5/2021 8:45,271.6,33,384.3912,30.32936
1/5/2021 9:00,296.8,33,417.3665,33.22232
1/5/2021 9:15,292,34,423.2054,34.86372
1/5/2021 9:30,332,34,520.5117,36.00894
1/5/2021 9:45,376,35,469.2846,36.58674
1/5/2021 10:00,448,35,630.7089,40.3503
1/5/2021 10:15,460,36,634.9769,42.6714
1/5/2021 10:30,476,37,662.6154,44.08784
1/5/2021 10:45,488,38,691.4411,45.78941
1/5/2021 11:00,508,39,715.6694,47.50229
1/5/2021 11:15,524,40,737.6971,48.68053
1/5/2021 11:30,532,41,753.7937,49.07386
1/5/2021 11:45,544,41,766.7017,49.7851
1/5/2021 12:00,556,41,780.9282,49.31643
1/5/2021 12:15,552,42,785.614,48.8362
1/5/2021 12:30,556,43,779.4413,48.68692
1/5/2021 12:45,552,43,780.0114,48.85564
1/5/2021 13:00,532,44,762.4818,50.64299
1/5/2021 13:15,488,44,707.8465,51.00062
1/5/2021 13:30,540,44,772.7966,51.20145
1/5/2021 13:45,464,44,671.2388,52.2155
1/5/2021 14:00,276,44,444.3883,50.37168
1/5/2021 14:15,204,45,269.2054,44.28664
1/5/2021 14:30,212,43,282.4276,41.34977
1/5/2021 14:45,152,43,212.0725,39.36345
1/5/2021 15:00,128,42,159.0399,37.15358
1/5/2021 15:15,144,42,184.0543,36.03566
1/5/2021 15:30,144,41,189.0818,35.94732
1/5/2021 15:45,116,41,154.9817,35.58117
1/5/2021 16:00,84,41,116.3565,34.78048
1/5/2021 16:15,68,40,91.85039,33.60744
1/5/2021 16:30,56,40,73.69408,32.54231
1/5/2021 16:45,40,42,62.20021,31.81117
1/5/2021 17:00,40,44,52.38988,31.17925
1/5/2021 17:15,28,40,42.55312,30.54348
1/5/2021 17:30,16,40,24.02804,29.83532
1/5/2021 17:45,0,40,7.527458,28.82768
1/5/2021 18:00,0,40,0.1258208,27.70313
1/5/2021 18:15,0,39,0,26.98543
1/5/2021 18:30,0,39,0,26.53193
1/5/2021 18:45,0,38,0,26.09884
1/5/2021 19:00,0,38,0,25.58952
1/5/2021 19:15,0,38,0,25.26039
1/5/2021 19:30,0,38,0,25.14849
1/5/2021 19:45,0,37,0,25.1
1/5/2021 20:00,0,37,0,25.1
1/5/2021 20:15,0,37,0,25.1
1/5/2021 20:30,0,37,0,25.1
1/5/2021 20:45,0,37,0,25.15431
1/5/2021 21:00,0,37,0,25.164
1/5/2021 21:15,0,37,0,25.03498
1/5/2021 21:30,0,37,0,24.95204
1/5/2021 21:45,0,36,0,24.81701
1/5/2021 22:00,0,37,0,24.64132
1/5/2021 22:15,0,37,0,24.58328
1/5/2021 22:30,0,36,0,24.45292
1/5/2021 22:45,0,36,0,24.39486
1/5/2021 23:00,0,37,0,24.13644
1/5/2021 23:15,0,37,0,23.77639
1/5/2021 23:30,0,36,0,23.36711
1/5/2021 23:45,0,35,0,22.94153
1/6/2021 0:00,0,36,0,22.58645
1/6/2021 0:15,0,36,0,22.43658
1/6/2021 0:30,0,35,0,22.2173
1/6/2021 0:45,0,35,0,22.00514
1/6/2021 1:00,0,35,0,22.1
1/6/2021 1:15,0,35,0,22.1
1/6/2021 1:30,0,35,0,22.1
1/6/2021 1:45,0,36,0,22.1794
1/6/2021 2:00,0,35,0,22.3
1/6/2021 2:15,0,36,0,22.15843
1/6/2021 2:30,0,35,0,21.76902
1/6/2021 2:45,0,35,0,21.46897
1/6/2021 3:00,0,35,0,21.24173
1/6/2021 3:15,0,35,0,21.24732
1/6/2021 3:30,0,35,0,20.97447
1/6/2021 3:45,0,34,0,20.37669
1/6/2021 4:00,0,37,0,20.08833
1/6/2021 4:15,0,34,0,19.99156
1/6/2021 4:30,0,35,0,20.1
1/6/2021 4:45,0,34,0,20.24899
1/6/2021 5:00,0,35,0,20.39797
1/6/2021 5:15,0,34,0,20.61502
1/6/2021 5:30,0,34,0,21.12659
1/6/2021 5:45,0,34,0,21.56978
1/6/2021 6:00,0,34,0,21.50703
1/6/2021 6:15,0,34,0,21.25268
1/6/2021 6:30,0,34,0.6274408,21.23464
1/6/2021 6:45,6.4,33,7.920222,21.17727
1/6/2021 7:00,20.8,34,27.71031,21.17541
1/6/2021 7:15,37.2,34,49.84059,21.39496
1/6/2021 7:30,45.2,34,59.73523,21.90796
1/6/2021 7:45,54.4,35,72.77039,22.8319
1/6/2021 8:00,70,34,91.99168,24.43457
1/6/2021 8:15,97.2,34,128.0999,25.93931
1/6/2021 8:30,123.2,34,159.7337,27.94278
1/6/2021 8:45,202.8,35,281.1004,30.30527
1/6/2021 9:00,224,35,282.2353,33.54159
1/6/2021 9:15,248,36,310.6942,35.78243
1/6/2021 9:30,332,36,488.2513,38.20581
1/6/2021 9:45,280,36,326.0699,39.83583
1/6/2021 10:00,372,37,505.1948,42.44151
1/6/2021 10:15,480,37,673.9693,45.46021
1/6/2021 10:30,460,37,698.3979,49.99871
1/6/2021 10:45,504,39,722.1227,52.24197
1/6/2021 11:00,508,40,728.0594,54.1212
1/6/2021 11:15,520,41,752.0602,54.90605
1/6/2021 11:30,524,41,756.6332,56.16667
1/6/2021 11:45,524,42,749.6797,55.87839
1/6/2021 12:00,512,42,740.3756,55.89509
1/6/2021 12:15,496,42,714.5873,54.96778
1/6/2021 12:30,472,43,655.2768,52.66398
1/6/2021 12:45,500,44,717.2415,54.22437
1/6/2021 13:00,500,45,710.4363,56.21136
1/6/2021 13:15,436,45,661.1411,57.37105
1/6/2021 13:30,440,45,615.6242,55.5997
1/6/2021 13:45,428,46,633.3657,55.78101
1/6/2021 14:00,392,46,558.6589,54.0821
1/6/2021 14:15,296,46,562.6031,52.1571
1/6/2021 14:30,396,45,574.7252,51.10004
1/6/2021 14:45,384,45,561.5227,51.90596
1/6/2021 15:00,356,45,537.207,51.84049
1/6/2021 15:15,340,46,497.0686,49.81163
1/6/2021 15:30,292,45,439.7212,48.39495
1/6/2021 15:45,212,45,342.1354,46.03369
1/6/2021 16:00,188,45,284.4519,42.84252
1/6/2021 16:15,156,45,251.6311,40.879
1/6/2021 16:30,128,44,209.1044,39.1433
1/6/2021 16:45,100,44,169.6883,37.56233
1/6/2021 17:00,64,44,116.6973,35.75659
1/6/2021 17:15,36,43,72.80189,33.57846
1/6/2021 17:30,20,43,36.97286,31.77883
1/6/2021 17:45,8,43,13.03145,30.11932
1/6/2021 18:00,0,42,0.552276,28.70264
1/6/2021 18:15,0,41,0,27.7026
1/6/2021 18:30,0,40,0,27.08467
1/6/2021 18:45,0,40,0,26.54804
1/6/2021 19:00,0,40,0,25.82226
1/6/2021 19:15,0,39,0,25.02896
1/6/2021 19:30,0,39,0,23.99981
1/6/2021 19:45,0,39,0,23.17229
1/6/2021 20:00,0,38,0,22.82002
1/6/2021 20:15,0,38,0,22.67159
1/6/2021 20:30,0,38,0,22.17918
1/6/2021 20:45,0,37,0,21.77869
1/6/2021 21:00,0,37,0,21.55268
1/6/2021 21:15,0,37,0,21.9445
1/6/2021 21:30,0,37,0,22.83401
1/6/2021 21:45,0,37,0,23.21741
1/6/2021 22:00,0,37,0,22.66178
1/6/2021 22:15,0,37,0,22.0046
1/6/2021 22:30,0,36,0,21.48242
1/6/2021 22:45,0,36,0,21.06108
1/6/2021 23:00,0,36,0,20.65334
1/6/2021 23:15,0,36,0,20.30148
1/6/2021 23:30,0,36,0,20.04343
1/6/2021 23:45,0,36,0,19.85284
1/7/2021 0:00,0,35,0,19.63414
1/7/2021 0:15,0,35,0,19.51527
1/7/2021 0:30,0,35,0,19.51154
1/7/2021 0:45,0,35,0,19.22773
1/7/2021 1:00,0,35,0,19.06876
1/7/2021 1:15,0,34,0,19
1/7/2021 1:30,0,35,0,19.0433
1/7/2021 1:45,0,34,0,19.17098
1/7/2021 2:00,0,34,0,19.13397
1/7/2021 2:15,0,34,0,19.32868
1/7/2021 2:30,0,34,0,19.33181
1/7/2021 2:45,0,34,0,18.79424
1/7/2021 3:00,0,34,0,18.28258
1/7/2021 3:15,0,34,0,18.09156
1/7/2021 3:30,0,34,0,18
1/7/2021 3:45,0,33,0,17.89105
1/7/2021 4:00,0.4,33,0,17.74017
1/7/2021 4:15,0,33,0,17.6338
1/7/2021 4:30,0,33,0,17.45709
1/7/2021 4:45,0,33,0,17.47659
1/7/2021 5:00,0,33,0,17.52148
